"Order ID","Customer ID","Order date & time","Product","Order value (gross, net)","Order value (gross)","Order value (net)","Discount applied (₹ + %)","Discount applied (₹)","Discount applied (%)","Payment mode","Shipping city","Pincode","First order vs repeat","Channel source (last touch)","Delivered / Returned / RTO","Name","First order date","Total orders","Total revenue","Average order value","City / tier","Acquisition channel (first touch)","RePurchased","item_count","unique_sku_count","total_item_mrp","total_item_selling_price","average_item_discount_pct","returned_item_count","sku_list","category_list","vendor_list"
"ORD-20250907-027095","CUST-0026583","2025-09-07 15:47:55","Single item","4115,3788",4115.0,3788.0,"328,8.0%",328.0,8.0,"COD","Jaipur","307654","First","Meta","Delivered","Varenya Cheema","2025-09-07",1,3788.0,3788.0,"Jaipur / Tier 2","Meta","N",2,2,5598.0,3788.0,32.3,0.0,"SKU-PAN-0009, SKU-SHI-0003","pants, shirts","KnitCraft Studio"
"ORD-20250919-027289","CUST-0011164","2025-09-19 20:04:08","Single item","3673,3105",3673.0,3105.0,"568,15.5%",568.0,15.5,"Card","Delhi","245834","Repeat","Meta","Delivered","Jatin Cheema","2023-01-01",2,5692.0,2846.0,"Coimbatore / Tier 2","Meta","Y",1,1,2399.0,3105.0,0.0,0.0,"SKU-CRO-0005","croptops","StitchWorks India"
"ORD-20251004-027593","CUST-0019331","2025-10-04 18:57:37","Mixed Cart","4847,3852",4847.0,3852.0,"994,20.5%",994.0,20.5,"Card","Bengaluru","799419","Repeat","Google","Delivered","Raagini Venkataraman","2023-08-25",2,6349.0,3174.5,"Kanpur / Tier 2","Influencer","Y",2,2,5098.0,3852.0,24.55,0.0,"SKU-PAN-0018, SKU-SHO-0039","pants, shorts","Apex Fashions, UrbanWeave Co."
"ORD-20220712-002954","CUST-0017665","2022-07-12 11:28:41","Mixed Cart","2244,1997",2244.0,1997.0,"247,11.0%",247.0,11.0,"UPI","Lucknow","586068","First","Meta","RTO","Charita Sura","2022-07-12",1,1997.0,1997.0,"Lucknow / Tier 2","Meta","N",1,1,1999.0,1997.0,0.1,1.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220915-003882","CUST-0006226","2022-09-15 11:05:23","Single item","2544,2123",2544.0,2123.0,"422,16.6%",422.0,16.6,"Card","Kolkata","135644","First","Offline (Friends/Family)","Returned","Shravya Behl","2022-09-15",1,2123.0,2123.0,"Kolkata / Tier 1","Offline (Friends/Family)","N",1,1,2799.0,2123.0,24.2,1.0,"SKU-PAN-0009","pants","KnitCraft Studio"
"ORD-20221121-005075","CUST-0006241","2022-11-21 11:11:06","Mixed Cart","1800,1480",1800.0,1480.0,"320,17.8%",320.0,17.8,"NetBanking","Kochi","414471","First","Google","Delivered","Gaurika Batta","2022-11-21",1,1480.0,1480.0,"Kochi / Tier 2","Google","N",1,1,1799.0,1480.0,17.7,0.0,"SKU-CRO-0042","croptops","KnitCraft Studio"
"ORD-20230223-006922","CUST-0025826","2023-02-23 11:54:11","Single item","3150,2732",3150.0,2732.0,"418,13.3%",418.0,13.3,"UPI","Jaipur","373087","First","Organic Instagram","Delivered","Abhimanyu Bedi","2023-02-23",1,2732.0,2732.0,"Jaipur / Tier 2","Organic Instagram","N",2,2,4298.0,2732.0,35.75,0.0,"SKU-SHI-0003, SKU-TSH-0004","shirts, tshirts","KnitCraft Studio, StitchWorks India"
"ORD-20230225-006964","CUST-0009738","2023-02-25 20:49:28","2-item cart","2580,2318",2580.0,2318.0,"262,10.2%",262.0,10.2,"COD","Mumbai","827608","First","Organic Instagram","Delivered","Advik Agrawal","2023-02-25",2,4484.0,2242.0,"Mumbai / Tier 1","Organic Instagram","Y",2,2,4498.0,2318.0,48.45,0.0,"SKU-SHI-0015, SKU-SHI-0045","shirts","Apex Fashions, UrbanWeave Co."
"ORD-20230322-007457","CUST-0024122","2023-03-22 16:27:14","2-item cart","2421,1952",2421.0,1952.0,"470,19.4%",470.0,19.4,"UPI","Lucknow","735573","First","Offline (Friends/Family)","Delivered","Rajeshri Varkey","2023-03-22",2,5058.0,2529.0,"Lucknow / Tier 2","Offline (Friends/Family)","Y",1,1,2999.0,1952.0,34.9,0.0,"SKU-PAN-0008","pants","StitchWorks India"
"ORD-20230411-007898","CUST-0020708","2023-04-11 10:04:00","2-item cart","2753,2374",2753.0,2374.0,"380,13.8%",380.0,13.8,"Card","Lucknow","249768","First","Offline (Friends/Family)","RTO","Mekhala Mangat","2023-04-11",2,4506.0,2253.0,"Lucknow / Tier 2","Offline (Friends/Family)","Y",1,1,1799.0,2374.0,0.0,1.0,"SKU-CRO-0043","croptops","WestCo Garments"
"ORD-20230429-008398","CUST-0023617","2023-04-29 20:40:13","Mixed Cart","2414,1787",2414.0,1787.0,"627,26.0%",627.0,26.0,"UPI","Noida","521167","First","Google","Delivered","Yug Goyal","2023-04-29",1,1787.0,1787.0,"Noida / Tier 2","Google","N",4,3,10096.0,3996.0,50.0,0.0,"SKU-PAN-0016, SKU-SHI-0001, SKU-SHI-0003","pants, shirts","KnitCraft Studio, UrbanWeave Co."
"ORD-20230531-008920","CUST-0007453","2023-05-31 10:07:40","Single item","2955,2745",2955.0,2745.0,"210,7.1%",210.0,7.1,"COD","Dehradun","828412","First","Google","Delivered","Mohammed Subramaniam","2023-05-31",3,8850.0,2950.0,"Dehradun / Tier 2","Google","Y",3,3,6597.0,3013.0,48.1667,0.0,"SKU-PAN-0018, SKU-SHI-0001, SKU-SHO-0050","pants, shirts, shorts","Apex Fashions, UrbanWeave Co."
"ORD-20230611-009123","CUST-0016523","2023-06-11 11:54:35","Mixed Cart","2685,2391",2685.0,2391.0,"294,11.0%",294.0,11.0,"UPI","Kochi","405125","Repeat","Meta","Returned","Michael Boase","2023-06-01",8,22359.0,2794.88,"Indore / Tier 2","Influencer","Y",1,1,1999.0,2391.0,0.0,1.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20230725-009919","CUST-0022540","2023-07-25 12:29:36","Mixed Cart","3040,2651",3040.0,2651.0,"389,12.8%",389.0,12.8,"UPI","Mysuru","757075","First","Organic Instagram","Delivered","Umang Pathak","2023-07-25",1,2651.0,2651.0,"Mysuru / Tier 2","Organic Instagram","N",1,1,2799.0,2651.0,5.3,0.0,"SKU-SHI-0006","shirts","KnitCraft Studio"
"ORD-20230810-010310","CUST-0020091","2023-08-10 12:21:33","Single item","2684,2132",2684.0,2132.0,"552,20.6%",552.0,20.6,"Wallet","Delhi","592081","First","Meta","RTO","Charan Anand","2023-08-10",1,2132.0,2132.0,"Delhi / Tier 1","Meta","N",1,1,1499.0,2132.0,0.0,1.0,"SKU-TSH-0004","tshirts","StitchWorks India"
"ORD-20230812-010352","CUST-0024918","2023-08-12 20:29:41","Single item","3301,2872",3301.0,2872.0,"429,13.0%",429.0,13.0,"Card","Mumbai","239526","First","Meta","Delivered","Ranveer Bansal","2023-08-12",3,9530.0,3176.67,"Mumbai / Tier 1","Meta","Y",3,3,6297.0,3137.0,44.4667,0.0,"SKU-PAN-0009, SKU-SHI-0001, SKU-TSH-0004","pants, shirts, tshirts","KnitCraft Studio, StitchWorks India, UrbanWeave Co."
"ORD-20230812-010374","CUST-0012155","2023-08-12 17:19:19","Mixed Cart","2559,2109",2559.0,2109.0,"449,17.6%",449.0,17.6,"Card","Delhi","143215","First","Meta","Delivered","Harinakshi Kannan","2023-08-12",1,2109.0,2109.0,"Delhi / Tier 1","Meta","N",2,2,4498.0,2177.0,47.25,0.0,"SKU-PAN-0002, SKU-SHO-0023","pants, shorts","Apex Fashions, WestCo Garments"
"ORD-20231001-011442","CUST-0010742","2023-10-01 11:44:12","Mixed Cart","2684,2206",2684.0,2206.0,"478,17.8%",478.0,17.8,"UPI","Mumbai","243089","Repeat","Influencer","Returned","Wazir Guha","2022-10-29",2,4101.0,2050.5,"Bhopal / Tier 2","Meta","Y",2,2,3898.0,2206.0,43.4,2.0,"SKU-CRO-0007, SKU-SHI-0001","croptops, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20231028-012443","CUST-0011179","2023-10-28 23:43:44","Mixed Cart","3053,2603",3053.0,2603.0,"449,14.7%",449.0,14.7,"COD","Patna","614392","First","Influencer","Delivered","Rehaan Setty","2023-10-28",1,2603.0,2603.0,"Patna / Tier 2","Influencer","N",1,1,2699.0,2603.0,3.6,0.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20231107-012740","CUST-0012402","2023-11-07 19:36:56","2-item cart","3283,2614",3283.0,2614.0,"669,20.4%",669.0,20.4,"Card","Ahmedabad","462391","First","Meta","RTO","Kalpit Wagle","2023-11-07",2,5566.0,2783.0,"Ahmedabad / Tier 1","Meta","Y",1,1,1799.0,2614.0,0.0,1.0,"SKU-TSH-0010","tshirts","WestCo Garments"
"ORD-20231112-012887","CUST-0004871","2023-11-12 11:05:10","Single item","2104,1919",2104.0,1919.0,"186,8.8%",186.0,8.8,"Wallet","Mumbai","166021","Repeat","Offline (Friends/Family)","Returned","Yashawini Garg","2022-03-04",4,9819.0,2454.75,"Delhi / Tier 1","Google","Y",2,2,4298.0,1998.0,50.0,2.0,"SKU-SHI-0001, SKU-SHI-0017","shirts","UrbanWeave Co."
"ORD-20231113-012907","CUST-0004948","2023-11-13 22:18:37","2-item cart","2101,1991",2101.0,1991.0,"110,5.2%",110.0,5.2,"Card","Bhubaneswar","527070","First","Meta","Returned","Rohan Chauhan","2023-11-13",1,1991.0,1991.0,"Bhubaneswar / Tier 2","Meta","N",1,1,2799.0,1991.0,28.9,1.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20240101-013842","CUST-0020587","2024-01-01 19:09:08","Single item","3091,2333",3091.0,2333.0,"758,24.5%",758.0,24.5,"Card","Visakhapatnam","633951","Repeat","Meta","Delivered","Avi Ratti","2023-10-27",3,7683.0,2561.0,"Nashik / Tier 2","Google","Y",1,1,2799.0,2333.0,16.6,0.0,"SKU-PAN-0018","pants","Apex Fashions"
"ORD-20240121-014316","CUST-0021423","2024-01-21 12:46:49","2-item cart","3064,2145",3064.0,2145.0,"920,30.0%",920.0,30.0,"UPI","Indore","550274","First","Meta","Delivered","Kalpit Nagarajan","2024-01-21",1,2145.0,2145.0,"Indore / Tier 2","Meta","N",1,1,1999.0,2145.0,0.0,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20240412-016159","CUST-0004661","2024-04-12 14:45:16","Mixed Cart","3201,2358",3201.0,2358.0,"843,26.3%",843.0,26.3,"COD","Delhi","650892","First","Email/SMS","Returned","Eta Vohra","2024-04-12",3,8829.0,2943.0,"Delhi / Tier 1","Email/SMS","Y",1,1,2799.0,2358.0,15.8,1.0,"SKU-SHI-0006","shirts","KnitCraft Studio"
"ORD-20240718-018031","CUST-0004220","2024-07-18 19:13:51","Single item","2606,2272",2606.0,2272.0,"335,12.8%",335.0,12.8,"Card","Nashik","465222","Repeat","Meta","Delivered","Fariq Sharma","2023-03-12",4,10135.0,2533.75,"Hyderabad / Tier 1","Google","Y",1,1,4799.0,2272.0,50.0,0.0,"SKU-JAC-0027","jackets","StitchWorks India"
"ORD-20240917-019285","CUST-0024948","2024-09-17 13:55:48","2-item cart","3351,2800",3351.0,2800.0,"551,16.4%",551.0,16.4,"Card","Ahmedabad","177896","Repeat","Meta","Delivered","Tanmayi Dyal","2023-09-15",4,12091.0,3022.75,"Ranchi / Tier 2","Meta","Y",1,1,2799.0,2800.0,0.0,0.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20241011-019843","CUST-0024948","2024-10-11 14:45:44","2-item cart","4626,3369",4626.0,3369.0,"1257,27.2%",1257.0,27.2,"UPI","Patna","573838","Repeat","Instagram DM","Returned","Tanmayi Dyal","2023-09-15",4,12091.0,3022.75,"Ranchi / Tier 2","Meta","Y",1,1,2699.0,3369.0,0.0,1.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20241013-019893","CUST-0022443","2024-10-13 17:33:12","Single item","2749,2417",2749.0,2417.0,"332,12.1%",332.0,12.1,"UPI","Bengaluru","588010","First","Meta","Returned","Dhriti Banerjee","2024-10-13",1,2417.0,2417.0,"Bengaluru / Tier 1","Meta","N",2,2,5298.0,2417.0,50.0,2.0,"SKU-PAN-0028, SKU-SHI-0001","pants, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20250105-021886","CUST-0013627","2025-01-05 21:06:40","2-item cart","3946,3227",3946.0,3227.0,"719,18.2%",719.0,18.2,"UPI","Delhi","770644","First","Meta","Delivered","Varenya Maharaj","2025-01-05",1,3227.0,3227.0,"Delhi / Tier 1","Meta","N",1,1,1499.0,3227.0,0.0,0.0,"SKU-TSH-0004","tshirts","StitchWorks India"
"ORD-20250122-022254","CUST-0024918","2025-01-22 16:04:36","Mixed Cart","3959,3498",3959.0,3498.0,"462,11.7%",462.0,11.7,"UPI","Vadodara","568238","Repeat","Influencer","Returned","Ranveer Bansal","2023-08-12",3,9530.0,3176.67,"Mumbai / Tier 1","Meta","Y",2,2,3798.0,3498.0,7.9,2.0,"SKU-CRO-0043, SKU-SHI-0001","croptops, shirts","UrbanWeave Co., WestCo Garments"
"ORD-20250306-023124","CUST-0013359","2025-03-06 12:02:30","Single item","3890,3103",3890.0,3103.0,"787,20.2%",787.0,20.2,"Card","Kanpur","315595","Repeat","Meta","Delivered","Ira Kala","2023-08-07",2,5918.0,2959.0,"Bengaluru / Tier 1","Google","Y",1,1,1499.0,3103.0,0.0,0.0,"SKU-TSH-0032","tshirts","WestCo Garments"
"ORD-20250412-024067","CUST-0019562","2025-04-12 22:40:27","Single item","3552,2867",3552.0,2867.0,"685,19.3%",685.0,19.3,"Card","Coimbatore","646540","Repeat","Meta","Delivered","Onkar Ahuja","2022-11-17",5,11318.0,2263.6,"Mumbai / Tier 1","Meta","Y",1,1,1499.0,2867.0,0.0,0.0,"SKU-TSH-0004","tshirts","StitchWorks India"
"ORD-20250413-024088","CUST-0007445","2025-04-13 16:21:36","2-item cart","3441,2582",3441.0,2582.0,"859,25.0%",859.0,25.0,"Card","Gurgaon","684157","Repeat","Meta","Delivered","Geetika Radhakrishnan","2023-01-05",2,4781.0,2390.5,"Bengaluru / Tier 1","Meta","Y",2,2,4198.0,2582.0,38.7,0.0,"SKU-CRO-0005, SKU-CRO-0014","croptops","Apex Fashions, StitchWorks India"
"ORD-20250418-024243","CUST-0025704","2025-04-18 17:11:46","2-item cart","3812,3238",3812.0,3238.0,"574,15.1%",574.0,15.1,"Card","Ahmedabad","774554","Repeat","Meta","Delivered","Damini Raghavan","2024-10-19",2,6019.0,3009.5,"Coimbatore / Tier 2","Instagram DM","Y",1,1,2699.0,3238.0,0.0,0.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20250418-024246","CUST-0007009","2025-04-18 15:21:27","Mixed Cart","4343,3690",4343.0,3690.0,"653,15.0%",653.0,15.0,"COD","Bengaluru","562395","First","Organic Instagram","Delivered","Saumya Dave","2025-04-18",1,3690.0,3690.0,"Bengaluru / Tier 1","Organic Instagram","N",2,2,4298.0,3690.0,14.2,0.0,"SKU-SHI-0001, SKU-SHI-0017","shirts","UrbanWeave Co."
"ORD-20250518-024942","CUST-0014718","2025-05-18 22:19:44","Mixed Cart","3549,3108",3549.0,3108.0,"441,12.4%",441.0,12.4,"UPI","Vadodara","207348","First","Meta","Delivered","Abdul Ramakrishnan","2025-05-18",2,6793.0,3396.5,"Vadodara / Tier 2","Meta","Y",2,2,4598.0,3108.0,32.25,0.0,"SKU-SHI-0003, SKU-SHO-0011","shirts, shorts","KnitCraft Studio, WestCo Garments"
"ORD-20250531-025235","CUST-0011882","2025-05-31 12:07:24","Mixed Cart","3889,3550",3889.0,3550.0,"339,8.7%",339.0,8.7,"COD","Kanpur","183080","Repeat","Influencer","Delivered","Chatura De","2022-01-07",4,9866.0,2466.5,"Delhi / Tier 1","Meta","Y",3,3,5697.0,3550.0,37.6667,0.0,"SKU-CRO-0007, SKU-CRO-0019, SKU-SHI-0001","croptops, shirts","Apex Fashions, StitchWorks India, UrbanWeave Co."
"ORD-20250623-025601","CUST-0024650","2025-06-23 18:01:38","Single item","3306,3080",3306.0,3080.0,"227,6.9%",227.0,6.9,"Card","Bengaluru","576889","First","Influencer","RTO","Warjas Issac","2025-06-23",1,3080.0,3080.0,"Bengaluru / Tier 1","Influencer","N",2,2,4698.0,3080.0,34.3,2.0,"SKU-PAN-0002, SKU-SHI-0001","pants, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20250710-025919","CUST-0021211","2025-07-10 13:12:42","Single item","3204,2875",3204.0,2875.0,"329,10.3%",329.0,10.3,"UPI","Nagpur","669291","First","Meta","Returned","Nicholas Gole","2025-07-10",1,2875.0,2875.0,"Nagpur / Tier 2","Meta","N",1,1,1999.0,2875.0,0.0,1.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20250711-025928","CUST-0026345","2025-07-11 18:12:25","2-item cart","4663,3867",4663.0,3867.0,"796,17.1%",796.0,17.1,"Card","Kochi","314552","Repeat","Organic Instagram","Delivered","Vasudha Kar","2022-01-08",5,10936.0,2187.2,"Mumbai / Tier 1","Meta","Y",1,1,1999.0,3867.0,0.0,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20250722-026094","CUST-0019814","2025-07-22 21:34:18","Single item","3784,3245",3784.0,3245.0,"539,14.2%",539.0,14.2,"UPI","Bhopal","735543","First","Google","Returned","Atharv Bir","2025-07-22",1,3245.0,3245.0,"Bhopal / Tier 2","Google","N",1,1,1999.0,3245.0,0.0,1.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20250815-026580","CUST-0023718","2025-08-15 23:07:31","Mixed Cart","4119,3544",4119.0,3544.0,"575,14.0%",575.0,14.0,"UPI","Bhopal","205670","First","Influencer","Delivered","Vincent More","2025-08-15",1,3544.0,3544.0,"Bhopal / Tier 2","Influencer","N",1,1,2499.0,3544.0,0.0,0.0,"SKU-PAN-0016","pants","KnitCraft Studio"
"ORD-20250826-026837","CUST-0015459","2025-08-26 11:56:07","2-item cart","4030,3041",4030.0,3041.0,"990,24.6%",990.0,24.6,"COD","Noida","486989","Repeat","Meta","Returned","Utkarsh Gole","2023-06-04",5,13100.0,2620.0,"Kolkata / Tier 1","Meta","Y",1,1,2799.0,3041.0,0.0,1.0,"SKU-SHI-0052","shirts","StitchWorks India"
"ORD-20251001-027526","CUST-0023338","2025-10-01 17:13:41","Mixed Cart","3142,2753",3142.0,2753.0,"389,12.4%",389.0,12.4,"UPI","Lucknow","779507","Repeat","Email/SMS","Delivered","Warjas Baral","2022-01-06",3,7120.0,2373.33,"Kolkata / Tier 1","Influencer","Y",1,1,2099.0,2753.0,0.0,0.0,"SKU-SHO-0033","shorts","KnitCraft Studio"
"ORD-20251003-027555","CUST-0004509","2025-10-03 19:18:08","Mixed Cart","4471,3477",4471.0,3477.0,"994,22.2%",994.0,22.2,"Card","Bengaluru","465531","Repeat","Meta","Returned","Ekantika Gole","2023-08-13",4,10305.0,2576.25,"Bhubaneswar / Tier 2","Meta","Y",2,2,4298.0,3477.0,19.4,2.0,"SKU-SHI-0003, SKU-TSH-0049","shirts, tshirts","Apex Fashions, KnitCraft Studio"
"ORD-20251017-028033","CUST-0022655","2025-10-17 16:36:32","Single item","2736,2463",2736.0,2463.0,"273,10.0%",273.0,10.0,"Wallet","Dehradun","751077","First","Organic Instagram","Delivered","Girindra Tandon","2025-10-17",1,2463.0,2463.0,"Dehradun / Tier 2","Organic Instagram","N",2,2,3498.0,2463.0,29.5,0.0,"SKU-TSH-0004, SKU-TSH-0012","tshirts","StitchWorks India, UrbanWeave Co."
"ORD-20251119-029068","CUST-0018558","2025-11-19 20:26:59","Single item","2926,2780",2926.0,2780.0,"146,5.0%",146.0,5.0,"UPI","Indore","459428","Repeat","Meta","Returned","Watika Maharaj","2023-04-08",2,5624.0,2812.0,"Gurgaon / Tier 2","Meta","Y",2,2,3698.0,2780.0,24.8,2.0,"SKU-CRO-0007, SKU-SHO-0050","croptops, shorts","Apex Fashions, UrbanWeave Co."
"ORD-20251123-029149","CUST-0018718","2025-11-23 17:43:54","2-item cart","2588,2290",2588.0,2290.0,"299,11.5%",299.0,11.5,"COD","Mumbai","686685","Repeat","Influencer","Delivered","Vedika Bhargava","2024-09-17",2,5275.0,2637.5,"Surat / Tier 2","Meta","Y",2,2,7298.0,2359.0,50.0,0.0,"SKU-JAC-0025, SKU-PAN-0018","jackets, pants","Apex Fashions, StitchWorks India"
"ORD-20251221-029746","CUST-0009743","2025-12-21 20:13:35","Single item","4113,3672",4113.0,3672.0,"441,10.7%",441.0,10.7,"COD","Patna","376928","Repeat","Meta","Returned","Bhavika Pillai","2025-03-16",2,6180.0,3090.0,"Bengaluru / Tier 1","Google","Y",2,2,3498.0,3672.0,0.0,2.0,"SKU-SHI-0001, SKU-TSH-0041","shirts, tshirts","Apex Fashions, UrbanWeave Co."
"ORD-20251228-029911","CUST-0019007","2025-12-28 21:36:37","Single item","3092,2526",3092.0,2526.0,"565,18.3%",565.0,18.3,"Card","Delhi","296535","First","Offline (Friends/Family)","Delivered","Lajita Chanda","2025-12-28",1,2526.0,2526.0,"Delhi / Tier 1","Offline (Friends/Family)","N",2,2,6998.0,2526.0,50.0,0.0,"SKU-JAC-0044, SKU-SHI-0003","jackets, shirts","KnitCraft Studio, StitchWorks India"
"ORD-20251230-029963","CUST-0026556","2025-12-30 19:46:58","Mixed Cart","3668,2900",3668.0,2900.0,"768,20.9%",768.0,20.9,"Card","Lucknow","115077","Repeat","Google","Returned","Keya Hegde","2023-01-20",4,10726.0,2681.5,"Noida / Tier 2","Instagram DM","Y",1,1,1999.0,2900.0,0.0,1.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220429-001925","CUST-0005554","2022-04-29 22:02:21","Mixed Cart","2178,1853",2178.0,1853.0,"325,14.9%",325.0,14.9,"Card","Gurgaon","251844","First","Meta","Delivered","Rehaan Merchant","2022-04-29",2,4544.0,2272.0,"Gurgaon / Tier 2","Meta","Y",2,2,4798.0,1998.0,50.0,0.0,"SKU-PAN-0021, SKU-SHI-0001","pants, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20220717-003007","CUST-0010189","2022-07-17 23:28:30","Mixed Cart","2064,1749",2064.0,1749.0,"315,15.2%",315.0,15.2,"COD","Nagpur","317517","First","Google","Delivered","Mitali Wadhwa","2022-07-17",3,7068.0,2356.0,"Nagpur / Tier 2","Google","Y",2,2,4398.0,1998.0,50.0,0.0,"SKU-CRO-0005, SKU-SHI-0001","croptops, shirts","StitchWorks India, UrbanWeave Co."
"ORD-20220808-003357","CUST-0011846","2022-08-08 12:13:01","Mixed Cart","1883,1498",1883.0,1498.0,"384,20.4%",384.0,20.4,"Card","Delhi","737033","Repeat","Google","Delivered","Aarnav Ramachandran","2022-02-08",4,10239.0,2559.75,"Ranchi / Tier 2","Organic Instagram","Y",3,3,6697.0,2997.0,44.4667,0.0,"SKU-CRO-0005, SKU-PAN-0018, SKU-TSH-0032","croptops, pants, tshirts","Apex Fashions, StitchWorks India, WestCo Garments"
"ORD-20220808-003361","CUST-0025325","2022-08-08 10:14:06","Mixed Cart","1800,1408",1800.0,1408.0,"392,21.8%",392.0,21.8,"UPI","Chennai","503579","First","Email/SMS","Delivered","Yashica Gulati","2022-08-08",6,14869.0,2478.17,"Chennai / Tier 1","Email/SMS","Y",1,1,1799.0,1408.0,21.7,0.0,"SKU-TSH-0010","tshirts","WestCo Garments"
"ORD-20220813-003421","CUST-0018521","2022-08-13 11:44:55","Single item","2013,1715",2013.0,1715.0,"298,14.8%",298.0,14.8,"UPI","Hyderabad","284761","First","Instagram DM","Delivered","Ira Acharya","2022-08-13",1,1715.0,1715.0,"Hyderabad / Tier 1","Instagram DM","N",2,2,6598.0,1998.0,47.25,0.0,"SKU-CRO-0014, SKU-JAC-0046","croptops, jackets","Apex Fashions, StitchWorks India"
"ORD-20220901-003706","CUST-0013141","2022-09-01 17:36:13","Mixed Cart","2693,2316",2693.0,2316.0,"378,14.0%",378.0,14.0,"UPI","Mumbai","456037","First","Meta","Delivered","Warjas Gera","2022-09-01",2,4648.0,2324.0,"Mumbai / Tier 1","Meta","Y",2,2,4498.0,2316.0,47.25,0.0,"SKU-CRO-0014, SKU-PAN-0002","croptops, pants","Apex Fashions"
"ORD-20221021-004505","CUST-0023055","2022-10-21 16:20:55","2-item cart","1800,1462",1800.0,1462.0,"338,18.8%",338.0,18.8,"Card","Nashik","372147","First","Meta","Delivered","Zashil Kumar","2022-10-21",6,16565.0,2760.83,"Nashik / Tier 2","Meta","Y",2,2,6098.0,1998.0,50.0,0.0,"SKU-PAN-0026, SKU-SHI-0003","pants, shirts","KnitCraft Studio, WestCo Garments"
"ORD-20221111-004905","CUST-0026979","2022-11-11 20:45:04","Single item","2089,1790",2089.0,1790.0,"299,14.3%",299.0,14.3,"Card","Chennai","718329","First","Email/SMS","Delivered","Riya Luthra","2022-11-11",4,9814.0,2453.5,"Chennai / Tier 1","Email/SMS","Y",1,1,1999.0,1790.0,10.5,0.0,"SKU-TSH-0012","tshirts","UrbanWeave Co."
"ORD-20221208-005296","CUST-0010211","2022-12-08 13:31:54","2-item cart","1835,1379",1835.0,1379.0,"456,24.9%",456.0,24.9,"COD","Pune","329143","Repeat","Google","Delivered","Chandresh Sinha","2022-02-10",2,2978.0,1489.0,"Delhi / Tier 1","Meta","Y",2,1,3998.0,1998.0,50.0,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20221219-005471","CUST-0003407","2022-12-19 23:44:28","Mixed Cart","1972,1713",1972.0,1713.0,"258,13.1%",258.0,13.1,"COD","Pune","341057","Repeat","Instagram DM","Delivered","Pallavi Sura","2022-11-03",4,8216.0,2054.0,"Chennai / Tier 1","Instagram DM","Y",2,2,4498.0,1998.0,47.25,0.0,"SKU-CRO-0019, SKU-PAN-0002","croptops, pants","Apex Fashions, StitchWorks India"
"ORD-20230227-007013","CUST-0022724","2023-02-27 14:42:29","2-item cart","3020,2759",3020.0,2759.0,"260,8.6%",260.0,8.6,"UPI","Dehradun","616762","Repeat","Instagram DM","Delivered","Praneel Mannan","2022-01-15",2,4213.0,2106.5,"Ahmedabad / Tier 1","Meta","Y",1,1,2199.0,2759.0,0.0,0.0,"SKU-SHI-0015","shirts","Apex Fashions"
"ORD-20230301-007054","CUST-0008164","2023-03-01 21:01:02","2-item cart","2545,1975",2545.0,1975.0,"570,22.4%",570.0,22.4,"UPI","Mumbai","441429","First","Organic Instagram","Delivered","Maanas Sharaf","2023-03-01",3,8734.0,2911.33,"Mumbai / Tier 1","Organic Instagram","Y",1,1,1999.0,1975.0,1.2,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20230417-008071","CUST-0013269","2023-04-17 16:15:12","2-item cart","2756,2311",2756.0,2311.0,"445,16.1%",445.0,16.1,"Card","Ranchi","759629","First","Meta","Delivered","Neel Jha","2023-04-17",1,2311.0,2311.0,"Ranchi / Tier 2","Meta","N",2,2,4498.0,2311.0,48.7,0.0,"SKU-PAN-0016, SKU-SHI-0001","pants, shirts","KnitCraft Studio, UrbanWeave Co."
"ORD-20230426-008310","CUST-0004991","2023-04-26 12:22:45","Mixed Cart","2814,2067",2814.0,2067.0,"747,26.6%",747.0,26.6,"UPI","Bhopal","682317","First","Meta","Returned","Damini Gulati","2023-04-26",1,2067.0,2067.0,"Bhopal / Tier 2","Meta","N",2,2,4798.0,2141.0,50.0,2.0,"SKU-SHI-0001, SKU-SHI-0003","shirts","KnitCraft Studio, UrbanWeave Co."
